// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

WorkloadActual  14: 6 op, 504477708.00 ns, 84.0796 ms/op
WorkloadActual  15: 6 op, 535892042.00 ns, 89.3153 ms/op

// AfterActualRun
WorkloadResult   1: 6 op, 529331083.00 ns, 88.2218 ms/op
WorkloadResult   2: 6 op, 501741167.00 ns, 83.6235 ms/op
WorkloadResult   3: 6 op, 499240250.00 ns, 83.2067 ms/op
WorkloadResult   4: 6 op, 524401333.00 ns, 87.4002 ms/op
WorkloadResult   5: 6 op, 523782959.00 ns, 87.2972 ms/op
WorkloadResult   6: 6 op, 557707500.00 ns, 92.9513 ms/op
WorkloadResult   7: 6 op, 515918958.00 ns, 85.9865 ms/op
WorkloadResult   8: 6 op, 520393333.00 ns, 86.7322 ms/op
WorkloadResult   9: 6 op, 538554334.00 ns, 89.7591 ms/op
WorkloadResult  10: 6 op, 497446792.00 ns, 82.9078 ms/op
WorkloadResult  11: 6 op, 498278458.00 ns, 83.0464 ms/op
WorkloadResult  12: 6 op, 519781750.00 ns, 86.6303 ms/op
WorkloadResult  13: 6 op, 532253291.00 ns, 88.7089 ms/op
WorkloadResult  14: 6 op, 504477708.00 ns, 84.0796 ms/op
WorkloadResult  15: 6 op, 535892042.00 ns, 89.3153 ms/op
// GC:  597 0 0 3620402400 6
// Threading:  103 0 6

// AfterAll
// Benchmark Process 88705 has exited with code 0.

Mean = 90.025 ms, StdErr = 0.621 ms (0.69%), N = 44, StdDev = 4.123 ms
Min = 82.908 ms, Q1 = 87.263 ms, Median = 89.996 ms, Q3 = 92.760 ms, Max = 101.905 ms
IQR = 5.497 ms, LowerFence = 79.018 ms, UpperFence = 101.005 ms
ConfidenceInterval = [87.830 ms; 92.220 ms] (CI 99.9%), Margin = 2.195 ms (2.44% of Mean)
Skewness = 0.3, Kurtosis = 3.04, MValue = 2

// ** Remained 1 (11.1%) benchmark(s) to run. Estimated finish 2026-07-31 0:38 (0h 1m from now) **
// **************************
// Benchmark: ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 8 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 159375.00 ns, 159.3750 us/op
WorkloadJitting  1: 1 op, 195647958.00 ns, 195.6480 ms/op

WorkloadPilot    1: 2 op, 186628500.00 ns, 93.3143 ms/op
WorkloadPilot    2: 3 op, 234308250.00 ns, 78.1028 ms/op
WorkloadPilot    3: 4 op, 327459666.00 ns, 81.8649 ms/op
WorkloadPilot    4: 5 op, 456412084.00 ns, 91.2824 ms/op
WorkloadPilot    5: 6 op, 450741917.00 ns, 75.1237 ms/op
WorkloadPilot    6: 7 op, 549128333.00 ns, 78.4469 ms/op

WorkloadWarmup   1: 7 op, 517836167.00 ns, 73.9766 ms/op
WorkloadWarmup   2: 7 op, 531870916.00 ns, 75.9816 ms/op
WorkloadWarmup   3: 7 op, 571549292.00 ns, 81.6499 ms/op
WorkloadWarmup   4: 7 op, 624725042.00 ns, 89.2464 ms/op
WorkloadWarmup   5: 7 op, 537593959.00 ns, 76.7991 ms/op

// BeforeActualRun
WorkloadActual   1: 7 op, 576002875.00 ns, 82.2861 ms/op
WorkloadActual   2: 7 op, 587328500.00 ns, 83.9041 ms/op
WorkloadActual   3: 7 op, 513917584.00 ns, 73.4168 ms/op
WorkloadActual   4: 7 op, 562555917.00 ns, 80.3651 ms/op
WorkloadActual   5: 7 op, 568171875.00 ns, 81.1674 ms/op
WorkloadActual   6: 7 op, 522708833.00 ns, 74.6727 ms/op
WorkloadActual   7: 7 op, 673342833.00 ns, 96.1918 ms/op
WorkloadActual   8: 7 op, 560987333.00 ns, 80.1410 ms/op
WorkloadActual   9: 7 op, 524147125.00 ns, 74.8782 ms/op
WorkloadActual  10: 7 op, 573723292.00 ns, 81.9605 ms/op
WorkloadActual  11: 7 op, 663387000.00 ns, 94.7696 ms/op
WorkloadActual  12: 7 op, 646349875.00 ns, 92.3357 ms/op
WorkloadActual  13: 7 op, 642867167.00 ns, 91.8382 ms/op
WorkloadActual  14: 7 op, 533513542.00 ns, 76.2162 ms/op
WorkloadActual  15: 7 op, 521232667.00 ns, 74.4618 ms/op

// AfterActualRun
WorkloadResult   1: 7 op, 576002875.00 ns, 82.2861 ms/op
WorkloadResult   2: 7 op, 587328500.00 ns, 83.9041 ms/op
WorkloadResult   3: 7 op, 513917584.00 ns, 73.4168 ms/op
WorkloadResult   4: 7 op, 562555917.00 ns, 80.3651 ms/op
WorkloadResult   5: 7 op, 568171875.00 ns, 81.1674 ms/op
WorkloadResult   6: 7 op, 522708833.00 ns, 74.6727 ms/op
WorkloadResult   7: 7 op, 673342833.00 ns, 96.1918 ms/op
WorkloadResult   8: 7 op, 560987333.00 ns, 80.1410 ms/op
WorkloadResult   9: 7 op, 524147125.00 ns, 74.8782 ms/op
WorkloadResult  10: 7 op, 573723292.00 ns, 81.9605 ms/op
WorkloadResult  11: 7 op, 663387000.00 ns, 94.7696 ms/op
WorkloadResult  12: 7 op, 646349875.00 ns, 92.3357 ms/op
WorkloadResult  13: 7 op, 642867167.00 ns, 91.8382 ms/op
WorkloadResult  14: 7 op, 533513542.00 ns, 76.2162 ms/op
WorkloadResult  15: 7 op, 521232667.00 ns, 74.4618 ms/op
// GC:  696 0 0 4223796992 7
// Threading:  49 0 7

// AfterAll
// Benchmark Process 88723 has exited with code 0.
// Launch: 2 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 8 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 142584.00 ns, 142.5840 us/op
WorkloadJitting  1: 1 op, 183958208.00 ns, 183.9582 ms/op

WorkloadPilot    1: 2 op, 189491375.00 ns, 94.7457 ms/op
WorkloadPilot    2: 3 op, 233755958.00 ns, 77.9187 ms/op
WorkloadPilot    3: 4 op, 332772292.00 ns, 83.1931 ms/op
WorkloadPilot    4: 5 op, 387950792.00 ns, 77.5902 ms/op
WorkloadPilot    5: 6 op, 481083666.00 ns, 80.1806 ms/op
WorkloadPilot    6: 7 op, 543666792.00 ns, 77.6667 ms/op

WorkloadWarmup   1: 7 op, 533051833.00 ns, 76.1503 ms/op
WorkloadWarmup   2: 7 op, 538110084.00 ns, 76.8729 ms/op
WorkloadWarmup   3: 7 op, 563710084.00 ns, 80.5300 ms/op
WorkloadWarmup   4: 7 op, 556912959.00 ns, 79.5590 ms/op
WorkloadWarmup   5: 7 op, 537670584.00 ns, 76.8101 ms/op

// BeforeActualRun
WorkloadActual   1: 7 op, 531612583.00 ns, 75.9447 ms/op
WorkloadActual   2: 7 op, 541070875.00 ns, 77.2958 ms/op
WorkloadActual   3: 7 op, 536388500.00 ns, 76.6269 ms/op
WorkloadActual   4: 7 op, 534733167.00 ns, 76.3905 ms/op
WorkloadActual   5: 7 op, 529693459.00 ns, 75.6705 ms/op
WorkloadActual   6: 7 op, 529275000.00 ns, 75.6107 ms/op
WorkloadActual   7: 7 op, 554567375.00 ns, 79.2239 ms/op
WorkloadActual   8: 7 op, 570596709.00 ns, 81.5138 ms/op
WorkloadActual   9: 7 op, 534239583.00 ns, 76.3199 ms/op
WorkloadActual  10: 7 op, 533926750.00 ns, 76.2753 ms/op
WorkloadActual  11: 7 op, 526770000.00 ns, 75.2529 ms/op
WorkloadActual  12: 7 op, 538696833.00 ns, 76.9567 ms/op
WorkloadActual  13: 7 op, 532431666.00 ns, 76.0617 ms/op
WorkloadActual  14: 7 op, 526815542.00 ns, 75.2594 ms/op
WorkloadActual  15: 7 op, 531156875.00 ns, 75.8796 ms/op

// AfterActualRun
WorkloadResult   1: 7 op, 531612583.00 ns, 75.9447 ms/op
WorkloadResult   2: 7 op, 541070875.00 ns, 77.2958 ms/op
WorkloadResult   3: 7 op, 536388500.00 ns, 76.6269 ms/op
WorkloadResult   4: 7 op, 534733167.00 ns, 76.3905 ms/op
WorkloadResult   5: 7 op, 529693459.00 ns, 75.6705 ms/op
WorkloadResult   6: 7 op, 529275000.00 ns, 75.6107 ms/op
WorkloadResult   7: 7 op, 534239583.00 ns, 76.3199 ms/op
WorkloadResult   8: 7 op, 533926750.00 ns, 76.2753 ms/op
WorkloadResult   9: 7 op, 526770000.00 ns, 75.2529 ms/op
WorkloadResult  10: 7 op, 538696833.00 ns, 76.9567 ms/op
WorkloadResult  11: 7 op, 532431666.00 ns, 76.0617 ms/op
WorkloadResult  12: 7 op, 526815542.00 ns, 75.2594 ms/op
WorkloadResult  13: 7 op, 531156875.00 ns, 75.8796 ms/op
// GC:  696 0 0 4223898672 7
// Threading:  49 0 7

// AfterAll
// Benchmark Process 88762 has exited with code 0.
// Launch: 3 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 106 107 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Plinq(TargetCount: 1000000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 8 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

OverheadJitting  1: 1 op, 115958.00 ns, 115.9580 us/op
WorkloadJitting  1: 1 op, 182632500.00 ns, 182.6325 ms/op

WorkloadPilot    1: 2 op, 191524791.00 ns, 95.7624 ms/op
WorkloadPilot    2: 3 op, 236134291.00 ns, 78.7114 ms/op
WorkloadPilot    3: 4 op, 313441041.00 ns, 78.3603 ms/op
WorkloadPilot    4: 5 op, 381040417.00 ns, 76.2081 ms/op
WorkloadPilot    5: 6 op, 456673125.00 ns, 76.1122 ms/op
WorkloadPilot    6: 7 op, 539675042.00 ns, 77.0964 ms/op

WorkloadWarmup   1: 7 op, 551509083.00 ns, 78.7870 ms/op
WorkloadWarmup   2: 7 op, 544636042.00 ns, 77.8051 ms/op
WorkloadWarmup   3: 7 op, 526374625.00 ns, 75.1964 ms/op
WorkloadWarmup   4: 7 op, 540644916.00 ns, 77.2350 ms/op
WorkloadWarmup   5: 7 op, 542703625.00 ns, 77.5291 ms/op

// BeforeActualRun
WorkloadActual   1: 7 op, 542334333.00 ns, 77.4763 ms/op
WorkloadActual   2: 7 op, 528314542.00 ns, 75.4735 ms/op
WorkloadActual   3: 7 op, 530063166.00 ns, 75.7233 ms/op
WorkloadActual   4: 7 op, 528724875.00 ns, 75.5321 ms/op
WorkloadActual   5: 7 op, 547659458.00 ns, 78.2371 ms/op
WorkloadActual   6: 7 op, 548126833.00 ns, 78.3038 ms/op
WorkloadActual   7: 7 op, 531404958.00 ns, 75.9150 ms/op
WorkloadActual   8: 7 op, 523471584.00 ns, 74.7817 ms/op
WorkloadActual   9: 7 op, 542048667.00 ns, 77.4355 ms/op
WorkloadActual  10: 7 op, 524424958.00 ns, 74.9179 ms/op
WorkloadActual  11: 7 op, 536361792.00 ns, 76.6231 ms/op
WorkloadActual  12: 7 op, 530980666.00 ns, 75.8544 ms/op
WorkloadActual  13: 7 op, 576224625.00 ns, 82.3178 ms/op
WorkloadActual  14: 7 op, 533648083.00 ns, 76.2354 ms/op
WorkloadActual  15: 7 op, 526782209.00 ns, 75.2546 ms/op

// AfterActualRun
WorkloadResult   1: 7 op, 542334333.00 ns, 77.4763 ms/op
WorkloadResult   2: 7 op, 528314542.00 ns, 75.4735 ms/op
WorkloadResult   3: 7 op, 530063166.00 ns, 75.7233 ms/op
WorkloadResult   4: 7 op, 528724875.00 ns, 75.5321 ms/op
WorkloadResult   5: 7 op, 547659458.00 ns, 78.2371 ms/op
WorkloadResult   6: 7 op, 548126833.00 ns, 78.3038 ms/op
WorkloadResult   7: 7 op, 531404958.00 ns, 75.9150 ms/op
WorkloadResult   8: 7 op, 523471584.00 ns, 74.7817 ms/op
WorkloadResult   9: 7 op, 542048667.00 ns, 77.4355 ms/op
WorkloadResult  10: 7 op, 524424958.00 ns, 74.9179 ms/op
WorkloadResult  11: 7 op, 536361792.00 ns, 76.6231 ms/op
WorkloadResult  12: 7 op, 530980666.00 ns, 75.8544 ms/op
WorkloadResult  13: 7 op, 533648083.00 ns, 76.2354 ms/op
WorkloadResult  14: 7 op, 526782209.00 ns, 75.2546 ms/op
// GC:  696 0 0 4223784016 7
// Threading:  49 0 7

// AfterAll
// Benchmark Process 88794 has exited with code 0.

Mean = 78.474 ms, StdErr = 0.854 ms (1.09%), N = 42, StdDev = 5.536 ms
Min = 73.417 ms, Q1 = 75.552 ms, Median = 76.255 ms, Q3 = 78.287 ms, Max = 96.192 ms
IQR = 2.735 ms, LowerFence = 71.449 ms, UpperFence = 82.390 ms
ConfidenceInterval = [75.446 ms; 81.502 ms] (CI 99.9%), Margin = 3.028 ms (3.86% of Mean)
Skewness = 2.03, Kurtosis = 6.13, MValue = 2.38

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-07-31 0:39 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  Users/raldes/Desktop/projects/optimization/docs/raw-results/20260731-002131/benchmarkdotnet/results/Benchmarks.ParallelResolverBenchmarks-report.csv
  Users/raldes/Desktop/projects/optimization/docs/raw-results/20260731-002131/benchmarkdotnet/results/Benchmarks.ParallelResolverBenchmarks-report-github.md
  Users/raldes/Desktop/projects/optimization/docs/raw-results/20260731-002131/benchmarkdotnet/results/Benchmarks.ParallelResolverBenchmarks-report.html

// * Detailed results *
ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 625.812 us, StdErr = 0.679 us (0.11%), N = 41, StdDev = 4.349 us
Min = 620.154 us, Q1 = 622.240 us, Median = 625.435 us, Q3 = 628.941 us, Max = 637.238 us
IQR = 6.701 us, LowerFence = 612.188 us, UpperFence = 638.994 us
ConfidenceInterval = [623.401 us; 628.224 us] (CI 99.9%), Margin = 2.412 us (0.39% of Mean)
Skewness = 0.56, Kurtosis = 2.42, MValue = 2
-------------------- Histogram --------------------
[618.499 us ; 638.894 us) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
---------------------------------------------------

ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 411.666 us, StdErr = 1.361 us (0.33%), N = 43, StdDev = 8.922 us
Min = 392.431 us, Q1 = 407.879 us, Median = 409.360 us, Q3 = 414.760 us, Max = 436.537 us
IQR = 6.882 us, LowerFence = 397.556 us, UpperFence = 425.083 us
ConfidenceInterval = [406.852 us; 416.479 us] (CI 99.9%), Margin = 4.814 us (1.17% of Mean)
Skewness = 0.78, Kurtosis = 3.75, MValue = 2
-------------------- Histogram --------------------
[389.089 us ; 404.531 us) | @@@@@@
[404.531 us ; 414.327 us) | @@@@@@@@@@@@@@@@@@@@@@@@@
[414.327 us ; 429.579 us) | @@@@@@@@@@
[429.579 us ; 439.880 us) | @@
---------------------------------------------------

ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 455.174 us, StdErr = 1.431 us (0.31%), N = 40, StdDev = 9.051 us
Min = 439.616 us, Q1 = 448.517 us, Median = 455.124 us, Q3 = 458.834 us, Max = 479.594 us
IQR = 10.317 us, LowerFence = 433.042 us, UpperFence = 474.310 us
ConfidenceInterval = [450.082 us; 460.266 us] (CI 99.9%), Margin = 5.092 us (1.12% of Mean)
Skewness = 0.71, Kurtosis = 3.23, MValue = 2
-------------------- Histogram --------------------
[436.143 us ; 452.297 us) | @@@@@@@@@@@@@@@@
[452.297 us ; 468.886 us) | @@@@@@@@@@@@@@@@@@@@
[468.886 us ; 483.067 us) | @@@@
---------------------------------------------------

ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 13.131 ms, StdErr = 0.048 ms (0.37%), N = 42, StdDev = 0.312 ms
Min = 12.291 ms, Q1 = 12.908 ms, Median = 13.104 ms, Q3 = 13.326 ms, Max = 13.851 ms
IQR = 0.418 ms, LowerFence = 12.281 ms, UpperFence = 13.953 ms
ConfidenceInterval = [12.960 ms; 13.302 ms] (CI 99.9%), Margin = 0.171 ms (1.30% of Mean)
Skewness = 0.12, Kurtosis = 3.01, MValue = 2
-------------------- Histogram --------------------
[12.173 ms ; 12.614 ms) | @
[12.614 ms ; 13.029 ms) | @@@@@@@@@@@@@@@@@
[13.029 ms ; 13.323 ms) | @@@@@@@@@@@@@
[13.323 ms ; 13.891 ms) | @@@@@@@@@@@
---------------------------------------------------

ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 10.018 ms, StdErr = 0.038 ms (0.38%), N = 43, StdDev = 0.248 ms
Min = 9.597 ms, Q1 = 9.847 ms, Median = 10.013 ms, Q3 = 10.165 ms, Max = 10.756 ms
IQR = 0.318 ms, LowerFence = 9.371 ms, UpperFence = 10.642 ms
ConfidenceInterval = [9.884 ms; 10.151 ms] (CI 99.9%), Margin = 0.134 ms (1.33% of Mean)
Skewness = 0.56, Kurtosis = 3.22, MValue = 2
-------------------- Histogram --------------------
[ 9.504 ms ;  9.849 ms) | @@@@@@@@@@@
[ 9.849 ms ; 10.108 ms) | @@@@@@@@@@@@@@@@@@
[10.108 ms ; 10.531 ms) | @@@@@@@@@@@@@
[10.531 ms ; 10.849 ms) | @
---------------------------------------------------

ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 8.269 ms, StdErr = 0.021 ms (0.26%), N = 42, StdDev = 0.139 ms
Min = 8.067 ms, Q1 = 8.174 ms, Median = 8.244 ms, Q3 = 8.337 ms, Max = 8.654 ms
IQR = 0.163 ms, LowerFence = 7.929 ms, UpperFence = 8.582 ms
ConfidenceInterval = [8.193 ms; 8.345 ms] (CI 99.9%), Margin = 0.076 ms (0.92% of Mean)
Skewness = 1.23, Kurtosis = 4.2, MValue = 2
-------------------- Histogram --------------------
[8.015 ms ; 8.240 ms) | @@@@@@@@@@@@@@@@@@@@
[8.240 ms ; 8.502 ms) | @@@@@@@@@@@@@@@@@@@
[8.502 ms ; 8.707 ms) | @@@
---------------------------------------------------

ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 137.966 ms, StdErr = 1.300 ms (0.94%), N = 43, StdDev = 8.528 ms
Min = 126.507 ms, Q1 = 131.857 ms, Median = 134.923 ms, Q3 = 143.543 ms, Max = 158.161 ms
IQR = 11.687 ms, LowerFence = 114.327 ms, UpperFence = 161.073 ms
ConfidenceInterval = [133.365 ms; 142.567 ms] (CI 99.9%), Margin = 4.601 ms (3.33% of Mean)
Skewness = 0.74, Kurtosis = 2.57, MValue = 2.94
-------------------- Histogram --------------------
[123.313 ms ; 129.102 ms) | @@@@@@
[129.102 ms ; 135.491 ms) | @@@@@@@@@@@@@@@@@
[135.491 ms ; 142.436 ms) | @@@@@@
[142.436 ms ; 148.825 ms) | @@@@@@@@@@
[148.825 ms ; 152.809 ms) | 
[152.809 ms ; 159.198 ms) | @@@@
---------------------------------------------------

ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 90.025 ms, StdErr = 0.621 ms (0.69%), N = 44, StdDev = 4.123 ms
Min = 82.908 ms, Q1 = 87.263 ms, Median = 89.996 ms, Q3 = 92.760 ms, Max = 101.905 ms
IQR = 5.497 ms, LowerFence = 79.018 ms, UpperFence = 101.005 ms
ConfidenceInterval = [87.830 ms; 92.220 ms] (CI 99.9%), Margin = 2.195 ms (2.44% of Mean)
Skewness = 0.3, Kurtosis = 3.04, MValue = 2
-------------------- Histogram --------------------
[ 82.010 ms ;  85.075 ms) | @@@@@@
[ 85.075 ms ;  89.606 ms) | @@@@@@@@@@@@@@@
[ 89.606 ms ;  93.778 ms) | @@@@@@@@@@@@@@@@@@
[ 93.778 ms ;  97.201 ms) | @@@@
